slot_id,entry_hour,exit_hour,day_of_week,is_weekend,occupied
60,14,16,5,1,0
93,23,1,3,0,0
89,5,9,1,0,0
33,2,5,0,0,0
49,5,6,3,0,0
96,15,16,5,1,0
35,1,4,0,0,0
44,6,9,1,0,0
90,10,11,4,0,1
11,6,8,3,0,0
99,3,5,1,0,0
72,23,2,0,0,0
78,19,20,2,0,1
74,6,9,3,0,0
66,3,5,6,1,1
46,11,15,0,0,1
9,4,8,0,0,0
3,22,0,6,1,0
85,18,21,1,0,0
26,4,8,0,0,0
72,18,20,3,0,0
48,20,21,5,1,1
66,2,5,6,1,0
70,10,13,3,0,1
28,6,10,6,1,1
93,16,19,0,0,1
26,8,12,1,0,1
25,20,0,3,0,1
12,8,10,2,0,1
5,9,13,5,1,1
98,12,13,6,1,1
48,14,17,4,0,0
37,21,1,1,0,0
79,4,7,1,0,0
44,2,6,4,0,0
100,7,9,4,0,0
15,19,20,3,0,1
43,9,12,0,0,0
48,12,14,0,0,0
87,2,5,2,0,0
70,21,23,5,1,1
46,7,8,6,1,0
43,8,12,0,0,1
21,21,23,2,0,1
23,20,23,2,0,1
80,11,14,1,0,0
47,10,12,1,0,1
15,1,2,5,1,0
25,17,18,3,0,1
36,8,12,4,0,1
75,1,5,4,0,0
51,1,4,5,1,0
15,2,5,2,0,0
68,15,19,5,1,1
21,18,22,4,0,1
13,3,7,2,0,0
86,22,0,4,0,0
19,17,21,3,0,1
34,19,21,1,0,1
78,17,19,1,0,0
68,9,13,2,0,1
52,10,11,5,1,1
27,16,17,4,0,1
29,23,2,0,0,0
28,22,2,3,0,0
35,23,2,4,0,0
8,19,23,6,1,1
16,15,18,0,0,0
36,19,21,3,0,1
30,12,16,3,0,0
18,1,2,1,0,0
2,23,3,2,0,0
49,1,4,4,0,0
77,13,16,3,0,1
4,3,6,4,0,0
90,16,19,3,0,0
89,12,15,5,1,1
94,3,6,1,0,0
75,2,3,2,0,0
7,11,14,0,0,1
95,21,22,0,0,1
74,22,2,5,1,1
39,7,9,6,1,0
13,1,2,1,0,0
31,5,9,3,0,0
71,21,23,1,0,0
63,9,10,2,0,1
56,11,12,0,0,0
42,20,0,4,0,0
61,9,12,0,0,0
42,9,10,6,1,1
56,22,23,6,1,0
36,2,6,6,1,1
84,19,22,6,1,1
68,9,11,2,0,1
7,8,11,3,0,1
54,19,22,1,0,1
1,18,22,0,0,0
44,13,16,6,1,1
45,1,5,0,0,0
47,4,6,6,1,0
13,19,20,4,0,0
22,7,8,1,0,0
21,6,10,4,0,1
86,5,9,4,0,0
92,10,13,6,1,1
9,11,14,3,0,0
26,17,18,0,0,0
9,18,19,5,1,1
15,9,10,1,0,1
10,20,0,3,0,1
88,13,15,5,1,0
42,2,4,3,0,0
72,17,21,6,1,1
24,23,2,6,1,0
80,14,16,3,0,0
49,5,8,2,0,0
26,9,10,2,0,1
91,11,12,3,0,0
37,6,9,2,0,0
68,16,17,1,0,0
50,0,4,0,0,0
24,17,20,5,1,1
19,14,17,6,1,0
100,18,21,1,0,1
60,0,2,0,0,0
39,4,7,2,0,0
74,14,17,5,1,1
89,2,5,1,0,0
18,0,2,4,0,0
19,7,8,6,1,1
36,11,13,3,0,0
74,21,1,6,1,0
97,18,21,0,0,1
55,11,15,0,0,1
69,12,14,4,0,0
47,0,1,4,0,0
49,18,19,3,0,0
99,5,8,2,0,0
98,7,8,6,1,0
33,3,5,1,0,0
21,4,6,1,0,0
81,21,22,1,0,0
22,6,9,2,0,0
48,22,1,6,1,0
37,3,5,6,1,1
15,19,20,3,0,0
35,3,5,1,0,0
92,14,16,0,0,0
71,20,0,0,0,1
32,4,6,0,0,0
11,23,2,4,0,1
10,8,9,4,0,0
73,1,2,2,0,0
78,6,10,1,0,0
77,16,20,4,0,0
57,15,18,0,0,0
25,16,20,4,0,1
2,19,21,6,1,1
64,22,0,0,0,1
35,1,4,1,0,0
7,10,11,6,1,0
85,1,4,2,0,0
18,0,4,3,0,0
67,1,2,3,0,0
42,22,23,6,1,0
39,8,9,0,0,1
41,21,1,4,0,0
75,1,3,4,0,0
24,14,16,0,0,0
60,9,13,1,0,0
46,14,18,6,1,1
19,9,12,0,0,0
68,22,1,1,0,0
90,16,18,2,0,0
42,8,12,2,0,1
32,17,20,6,1,1
39,3,7,0,0,0
36,8,12,2,0,0
97,15,17,4,0,1
36,3,5,1,0,0
3,15,19,3,0,0
73,18,19,3,0,1
8,0,1,2,0,0
97,22,2,1,0,0
70,5,7,4,0,0
41,9,10,3,0,0
68,15,17,4,0,0
13,3,4,4,0,0
49,21,1,3,0,0
60,21,0,3,0,0
2,12,15,2,0,0
60,15,17,6,1,0
5,19,21,1,0,1
44,5,6,0,0,0
27,10,14,1,0,1
32,23,0,0,0,0
21,2,6,3,0,0
8,19,23,4,0,0
72,9,11,1,0,0
50,0,3,4,0,0
67,19,22,1,0,0
44,10,12,6,1,1
58,11,14,5,1,0
3,13,15,1,0,0
86,7,8,4,0,0
70,10,14,5,1,1
2,3,6,2,0,0
87,6,9,6,1,0
44,9,10,3,0,1
2,18,19,2,0,0
81,3,6,2,0,1
35,1,4,1,0,0
98,20,22,3,0,1
87,17,19,6,1,1
30,13,16,5,1,1
8,15,17,1,0,0
22,21,22,0,0,0
44,10,14,1,0,0
58,9,11,5,1,1
36,16,20,4,0,0
69,13,15,6,1,0
77,21,0,6,1,1
93,3,5,1,0,0
31,18,22,0,0,0
47,1,5,1,0,0
55,6,9,5,1,1
80,8,12,6,1,1
62,18,21,0,0,0
30,15,18,3,0,1
55,21,1,5,1,0
16,15,16,6,1,1
12,17,21,1,0,1
17,22,2,6,1,0
16,20,22,0,0,1
12,20,0,5,1,1
8,10,12,3,0,0
84,6,8,4,0,0
3,8,12,2,0,1
16,3,6,0,0,0
30,12,13,4,0,0
23,3,7,3,0,0
92,18,22,4,0,1
5,1,4,1,0,0
84,8,10,2,0,0
65,11,14,0,0,0
30,1,4,5,1,1
21,5,7,6,1,0
84,4,8,3,0,0
70,4,7,2,0,0
22,19,22,3,0,0
82,21,1,6,1,0
72,4,8,4,0,0
32,3,4,3,0,0
33,8,11,3,0,1
16,21,22,4,0,1
76,9,11,4,0,0
38,15,19,6,1,0
98,9,13,2,0,1
14,9,10,0,0,1
36,18,21,4,0,0
97,9,11,2,0,1
23,5,8,6,1,0
66,16,19,3,0,0
85,4,5,3,0,0
2,5,8,5,1,1
91,23,0,1,0,1
73,14,18,4,0,1
65,18,22,6,1,1
75,17,21,2,0,1
67,3,5,5,1,0
52,7,9,2,0,0
62,15,18,0,0,0
23,23,0,5,1,0
26,18,21,6,1,0
68,19,23,2,0,0
82,2,5,4,0,0
55,9,12,2,0,1
6,1,4,1,0,0
35,3,7,3,0,0
22,5,6,3,0,0
43,10,13,5,1,1
15,13,17,2,0,1
86,15,17,2,0,1
60,20,21,2,0,1
12,18,22,2,0,0
49,1,4,1,0,0
42,16,20,4,0,0
38,8,9,1,0,1
82,16,19,6,1,1
45,14,16,6,1,0
35,6,8,1,0,0
30,21,23,1,0,0
88,22,2,3,0,0
30,18,19,6,1,1
78,2,4,1,0,0
6,0,3,2,0,0
67,3,6,1,0,0
80,17,20,2,0,1
7,7,11,5,1,0
52,18,19,6,1,0
14,22,23,4,0,0
73,22,0,3,0,0
15,5,6,4,0,0
21,0,3,5,1,1
35,7,10,4,0,0
66,0,4,3,0,0
91,18,21,2,0,0
2,10,11,5,1,1
35,20,23,5,1,1
82,23,1,2,0,0
78,14,18,2,0,0
20,22,2,3,0,0
82,10,11,6,1,1
10,18,21,1,0,0
25,20,23,6,1,1
66,9,10,0,0,0
25,23,0,1,0,0
54,11,13,6,1,0
33,0,1,1,0,0
36,23,2,4,0,1
95,6,8,0,0,0
14,16,20,2,0,1
65,9,12,1,0,1
80,5,9,6,1,1
54,16,20,3,0,1
52,17,21,1,0,0
3,4,7,2,0,0
99,17,21,6,1,0
41,16,19,1,0,0
6,21,1,5,1,1
25,15,16,4,0,0
13,7,8,4,0,0
98,23,2,1,0,0
8,12,16,4,0,0
21,23,3,3,0,0
98,15,19,0,0,0
68,10,11,1,0,1
25,5,9,3,0,0
79,2,6,5,1,0
68,0,3,3,0,0
45,17,21,3,0,1
60,4,5,5,1,1
12,12,16,2,0,0
32,9,10,1,0,0
96,4,5,1,0,0
92,13,15,1,0,0
13,16,17,0,0,0
31,0,2,3,0,0
78,1,3,1,0,0
20,6,10,4,0,1
18,9,11,2,0,1
93,19,22,5,1,1
60,6,7,5,1,0
63,23,2,0,0,0
6,15,17,6,1,0
32,4,8,5,1,1
93,11,12,2,0,1
43,16,19,6,1,0
2,15,19,3,0,0
60,19,21,5,1,1
23,15,19,6,1,0
83,18,21,6,1,1
31,14,18,5,1,0
5,11,14,4,0,0
83,20,0,3,0,1
34,9,10,1,0,1
10,21,1,2,0,1
89,1,2,5,1,0
2,6,9,4,0,0
11,12,13,2,0,1
50,2,6,6,1,0
31,14,15,0,0,1
56,0,3,4,0,0
79,2,6,6,1,1
73,9,10,0,0,1
87,14,15,5,1,0
83,21,23,4,0,0
9,5,6,1,0,0
99,19,21,6,1,0
21,14,17,2,0,0
73,23,1,2,0,0
28,20,23,6,1,0
62,6,7,6,1,0
7,20,21,3,0,1
80,4,6,4,0,0
16,3,6,4,0,0
97,21,22,6,1,0
4,17,19,0,0,0
4,2,4,4,0,0
40,16,18,2,0,0
17,17,18,4,0,1
52,17,20,3,0,1
93,23,0,3,0,0
52,23,3,6,1,0
36,1,5,2,0,0
38,12,13,2,0,0
50,21,0,2,0,0
63,14,16,4,0,0
63,4,8,4,0,0
62,2,6,1,0,0
99,4,5,5,1,1
7,4,8,6,1,0
27,4,8,5,1,0
92,2,4,0,0,0
86,2,4,4,0,0
14,19,22,1,0,1
71,22,2,1,0,0
86,17,20,3,0,0
5,19,22,4,0,1
55,3,5,1,0,0
2,0,2,3,0,0
62,15,16,0,0,0
91,7,9,3,0,0
21,16,19,0,0,1
79,7,11,5,1,0
21,6,9,5,1,1
10,7,10,2,0,0
87,20,23,2,0,0
58,23,1,6,1,1
39,11,14,3,0,0
5,15,16,6,1,1
65,11,15,2,0,0
13,18,20,4,0,1
85,9,12,3,0,0
90,6,7,1,0,0
85,11,15,4,0,0
53,19,22,6,1,0
82,4,8,3,0,0
45,15,17,6,1,1
32,8,10,5,1,1
36,6,7,0,0,0
81,19,21,6,1,1
99,21,22,2,0,1
60,13,16,2,0,0
11,10,14,2,0,0
63,6,8,3,0,0
21,9,13,4,0,1
52,8,12,0,0,1
55,3,6,2,0,1
26,15,18,4,0,0
68,9,11,6,1,1
34,18,21,1,0,0
52,23,3,5,1,0
82,16,17,1,0,1
99,8,9,0,0,1
93,12,13,2,0,0
52,0,2,1,0,0
29,1,4,5,1,0
38,12,15,4,0,0
42,23,2,4,0,0
21,8,11,1,0,0
42,6,10,6,1,1
13,15,16,6,1,0
64,18,22,2,0,1
17,6,8,5,1,0
9,5,6,0,0,0
41,17,18,2,0,0
1,18,22,3,0,1
2,10,12,1,0,0
60,11,13,3,0,0
48,9,10,1,0,1
29,12,15,0,0,1
97,11,13,2,0,0
10,20,0,5,1,1
58,9,11,6,1,0
60,19,20,6,1,1
21,17,20,2,0,1
28,3,5,1,0,0
75,23,0,6,1,1
34,4,6,4,0,0
8,4,7,3,0,0
59,11,15,5,1,0
86,2,3,5,1,0
72,7,8,6,1,0
49,21,0,2,0,0
79,1,2,2,0,0
17,17,20,1,0,1
60,8,9,4,0,0
87,12,15,3,0,1
88,6,8,4,0,0
45,9,11,5,1,1
83,8,10,4,0,1
69,21,22,6,1,0
32,14,17,1,0,1
44,4,7,4,0,0
65,11,15,3,0,0
87,0,2,5,1,0
8,11,15,0,0,0
77,21,23,5,1,0
72,5,9,0,0,0
87,18,20,3,0,1
43,18,21,5,1,1
1,15,17,5,1,0
51,18,19,5,1,1
24,2,4,5,1,0
99,22,0,1,0,0
24,9,12,2,0,0
17,17,18,5,1,1
5,12,15,1,0,0
20,17,21,3,0,1
21,2,6,5,1,0
58,22,23,4,0,0
31,2,6,5,1,1
100,22,23,6,1,1
11,11,13,5,1,0
52,19,23,0,0,1
15,6,8,4,0,0
83,23,2,5,1,0
7,7,11,5,1,0
28,8,11,5,1,1
51,13,16,1,0,0
58,4,5,3,0,0
5,20,23,0,0,0
5,18,19,5,1,1
94,20,21,3,0,0
96,15,16,0,0,1
8,23,0,0,0,0
64,11,12,6,1,0
10,20,22,0,0,0
38,3,4,5,1,1
96,7,11,1,0,0
92,6,7,5,1,0
81,14,16,5,1,1
95,5,9,3,0,0
8,4,8,2,0,0
25,13,15,2,0,1
73,20,0,6,1,0
66,12,14,2,0,0
79,9,12,3,0,0
50,17,20,4,0,1
67,3,4,6,1,0
49,7,8,3,0,1
36,23,0,0,0,0
68,10,11,5,1,1
78,16,18,4,0,0
41,17,20,0,0,0
89,20,22,6,1,1
62,10,14,5,1,1
10,15,19,5,1,1
21,11,15,6,1,1
36,12,16,0,0,0
12,15,19,3,0,0
91,22,1,2,0,0
2,20,22,4,0,0
13,0,4,6,1,0
53,15,16,6,1,1
32,14,17,5,1,1
95,5,6,1,0,0
16,11,14,5,1,0
32,7,10,2,0,0
32,6,7,5,1,0
98,1,2,1,0,0
11,11,15,6,1,1
10,20,21,3,0,1
15,13,15,5,1,0
17,15,18,4,0,0
40,10,13,3,0,1
18,19,23,1,0,0
55,8,11,0,0,0
73,9,10,5,1,1
25,16,19,6,1,1
59,11,14,6,1,0
78,5,6,3,0,0
89,18,19,5,1,1
22,10,13,4,0,0
30,8,10,5,1,1
84,20,21,3,0,0
85,5,7,2,0,0
44,23,1,3,0,0
32,15,19,1,0,1
51,19,21,3,0,0
46,15,19,6,1,0
21,5,7,4,0,0
99,4,8,3,0,0
32,20,21,3,0,0
94,3,6,4,0,0
39,1,4,3,0,0
12,5,9,6,1,1
47,8,9,4,0,1
18,16,20,6,1,1
21,13,17,6,1,0
13,6,7,6,1,0
21,21,23,1,0,0
8,18,20,4,0,1
46,0,1,1,0,0
7,19,23,1,0,1
23,14,17,4,0,0
96,17,21,3,0,1
75,2,4,5,1,1
86,17,18,2,0,0
22,1,2,5,1,0
89,9,10,6,1,1
22,10,12,4,0,0
92,23,3,3,0,0
29,2,3,1,0,0
13,6,9,0,0,0
82,7,8,2,0,0
2,18,22,5,1,0
29,17,19,3,0,0
85,12,15,6,1,1
79,12,15,2,0,0
52,23,0,6,1,1
27,18,22,0,0,1
50,22,23,0,0,0
95,11,14,0,0,1
79,16,17,5,1,1
23,21,1,6,1,1
88,11,13,4,0,0
44,12,15,2,0,1
77,11,15,4,0,1
22,18,19,6,1,1
43,13,16,0,0,1
37,6,7,3,0,1
61,12,13,0,0,0
97,5,7,4,0,0
56,23,0,0,0,0
3,18,19,6,1,1
63,18,22,0,0,0
19,3,4,4,0,0
23,18,20,4,0,0
29,8,9,6,1,1
30,15,16,3,0,0
39,3,4,4,0,0
25,5,8,6,1,0
8,7,9,3,0,1
58,23,2,1,0,0
16,15,17,6,1,0
72,4,6,1,0,0
1,20,0,4,0,0
5,21,0,0,0,0
3,9,11,2,0,1
65,22,0,0,0,0
4,12,16,4,0,0
99,13,16,3,0,0
96,6,7,6,1,0
64,19,23,0,0,0
98,5,7,1,0,0
89,6,9,5,1,0
10,4,6,4,0,0
21,20,0,0,0,1
46,17,21,5,1,1
91,22,1,0,0,0
27,11,15,3,0,0
66,5,9,3,0,0
41,0,1,3,0,0
13,3,5,5,1,0
9,18,19,2,0,1
36,11,12,5,1,0
86,14,17,4,0,0
90,2,6,4,0,1
58,22,0,1,0,0
54,19,21,1,0,0
12,7,9,4,0,0
81,10,14,0,0,0
78,15,17,4,0,0
14,8,10,6,1,0
34,2,6,2,0,0
53,4,7,1,0,0
20,19,21,1,0,1
75,13,17,6,1,1
16,14,15,6,1,1
95,5,9,5,1,1
70,3,4,6,1,0
56,7,11,1,0,0
83,18,20,4,0,0
58,4,7,1,0,0
4,12,15,6,1,0
4,15,17,6,1,1
20,0,1,6,1,0
10,12,16,1,0,0
24,21,23,6,1,0
99,10,14,5,1,0
26,20,22,4,0,1
37,7,9,0,0,1
85,7,11,6,1,1
54,23,2,1,0,0
21,13,16,1,0,0
74,12,13,6,1,0
38,2,6,1,0,0
46,3,4,6,1,0
4,19,21,2,0,0
60,14,15,4,0,0
57,14,16,6,1,1
45,20,0,1,0,0
20,12,16,2,0,0
17,8,12,0,0,0
71,9,13,0,0,1
4,11,12,5,1,0
93,13,15,6,1,1
14,0,3,5,1,0
3,13,17,5,1,0
88,13,17,2,0,1
80,7,9,0,0,0
58,15,18,5,1,1
55,13,17,3,0,1
4,0,3,5,1,0
24,15,19,0,0,1
34,17,18,3,0,1
30,6,7,2,0,0
82,14,17,6,1,0
19,23,1,6,1,1
31,16,18,3,0,0
60,18,19,0,0,1
60,22,0,1,0,0
19,12,14,3,0,0
49,8,10,0,0,1
63,23,2,5,1,0
83,23,2,1,0,0
22,14,16,2,0,0
24,2,3,6,1,0
76,23,1,2,0,0
30,0,4,4,0,0
58,15,16,2,0,0
31,7,10,4,0,0
100,22,2,2,0,0
64,12,14,2,0,0
19,7,9,2,0,1
48,16,17,4,0,0
45,21,22,5,1,0
100,22,0,4,0,0
94,13,15,3,0,0
55,20,21,0,0,1
55,20,0,0,0,0
97,6,9,5,1,1
18,14,15,0,0,0
63,15,19,2,0,1
92,18,20,5,1,1
47,5,8,0,0,0
75,22,2,4,0,0
57,0,3,3,0,0
45,11,14,1,0,0
33,17,20,3,0,1
17,15,19,0,0,0
70,11,15,5,1,1
4,19,21,6,1,1
20,12,15,0,0,1
47,7,8,4,0,0
91,21,22,3,0,1
15,0,1,6,1,0
70,20,0,4,0,0
47,6,8,4,0,0
78,14,18,1,0,0
75,21,0,4,0,0
9,12,13,6,1,1
90,12,16,4,0,1
16,8,9,1,0,1
69,23,3,2,0,0
61,14,15,6,1,0
10,3,6,2,0,0
50,12,13,6,1,1
3,11,14,5,1,0
77,4,7,1,0,1
94,6,10,5,1,0
70,7,11,5,1,1
81,4,8,4,0,0
51,8,11,5,1,0
19,13,15,0,0,1
42,11,13,6,1,1
35,3,6,3,0,0
46,19,22,0,0,1
26,7,11,0,0,0
69,16,20,4,0,0
93,7,11,3,0,0
64,20,22,5,1,1
37,0,2,3,0,0
84,19,22,5,1,1
49,1,3,2,0,0
21,3,7,1,0,0
74,23,3,4,0,0
64,20,0,5,1,1
5,0,4,5,1,1
100,6,10,3,0,1
70,0,1,4,0,0
90,8,11,6,1,0
4,2,5,5,1,0
39,11,13,2,0,1
35,18,22,0,0,0
1,14,15,5,1,0
24,21,1,3,0,0
57,15,19,6,1,1
100,9,11,2,0,1
70,21,22,4,0,0
41,5,6,5,1,1
54,16,19,2,0,0
46,20,0,2,0,0
60,21,22,6,1,0
60,23,2,2,0,0
57,16,17,2,0,0
31,20,0,6,1,1
84,18,21,6,1,1
24,17,18,6,1,1
89,10,12,2,0,1
36,23,0,2,0,0
85,6,10,1,0,0
30,9,11,4,0,1
24,6,7,0,0,0
30,4,5,4,0,0
86,11,14,3,0,0
92,15,19,3,0,0
7,20,21,6,1,0
35,17,18,4,0,1
55,2,3,2,0,0
92,19,23,1,0,1
14,14,16,0,0,1
10,4,8,5,1,1
80,12,15,5,1,0
16,18,21,2,0,1
54,11,15,4,0,0
95,22,23,5,1,0
89,20,21,4,0,1
77,4,6,1,0,0
70,5,9,1,0,0
44,6,10,6,1,1
73,9,10,4,0,1
45,15,18,6,1,1
100,7,10,2,0,0
56,8,10,6,1,0
84,3,5,2,0,0
82,20,23,2,0,0
57,20,0,5,1,0
21,7,9,0,0,0
68,6,7,0,0,0
50,14,18,2,0,0
33,20,21,4,0,0
91,2,4,1,0,0
7,16,19,6,1,1
70,10,12,3,0,0
15,8,11,1,0,0
82,4,8,1,0,0
32,9,11,3,0,1
75,14,16,2,0,1
20,13,15,1,0,1
88,3,7,3,0,0
15,20,21,6,1,1
48,19,20,5,1,1
71,1,4,4,0,0
21,11,13,4,0,0
42,0,1,4,0,0
26,23,3,2,0,0
14,19,21,1,0,1
57,4,7,1,0,0
37,5,6,0,0,1
58,23,3,4,0,0
21,10,14,2,0,0
82,7,10,3,0,0
69,6,7,2,0,0
3,3,5,1,0,0
87,5,9,6,1,0
90,15,18,6,1,1
37,19,23,6,1,1
88,14,18,4,0,1
49,13,14,0,0,0
19,22,23,5,1,1
89,11,13,2,0,1
85,11,15,0,0,0
12,15,18,6,1,1
61,14,18,1,0,1
41,12,15,3,0,1
33,10,14,2,0,1
50,16,19,5,1,0
68,20,0,1,0,0
71,14,18,4,0,1
86,13,15,2,0,1
33,9,10,0,0,0
81,11,12,6,1,0
24,15,18,2,0,0
61,14,18,1,0,0
61,9,13,1,0,1
98,3,4,6,1,0
28,22,1,0,0,0
58,8,10,5,1,1
43,20,22,1,0,1
41,19,21,2,0,1
39,8,12,6,1,1
86,20,23,5,1,0
49,23,0,0,0,0
17,19,23,1,0,1
98,10,14,6,1,1
70,10,12,1,0,0
70,6,9,2,0,0
98,20,23,1,0,0
65,9,11,6,1,1
74,3,5,2,0,0
85,4,6,4,0,0
5,4,8,6,1,0
2,10,14,5,1,0
22,8,12,2,0,1
57,15,16,3,0,0
66,8,9,1,0,1
74,21,0,4,0,0
98,3,5,5,1,1
16,1,3,0,0,0
51,13,17,3,0,1
39,2,3,0,0,0
86,17,19,6,1,1
76,20,23,3,0,1
88,5,7,4,0,0
40,10,14,5,1,0
38,20,0,4,0,0
60,17,18,4,0,1
59,11,14,3,0,0
10,4,7,2,0,0
99,8,10,5,1,1
64,19,22,0,0,1
63,17,19,2,0,1
49,18,20,2,0,0
64,2,3,1,0,0
32,8,11,6,1,1
7,3,7,0,0,0
21,16,18,3,0,1
20,16,18,6,1,0
26,22,0,1,0,0
68,22,1,1,0,0
86,1,4,6,1,1
15,8,11,4,0,0
85,8,10,3,0,0
79,4,8,2,0,0
86,14,18,5,1,0
92,14,17,2,0,1
14,2,6,2,0,0
27,18,20,4,0,1
40,2,5,2,0,0
58,5,8,0,0,0
28,3,5,2,0,0
26,23,2,2,0,0
63,12,14,0,0,0
66,12,15,4,0,1
25,10,14,1,0,0
3,4,7,3,0,0
72,0,3,4,0,0
44,8,11,2,0,1
97,16,17,1,0,0
42,21,1,3,0,1
99,0,2,3,0,0
6,2,3,3,0,0
39,14,18,0,0,1
52,20,23,0,0,0
23,22,1,1,0,0
89,9,11,2,0,0
50,7,9,6,1,1
43,11,15,1,0,0
19,21,1,2,0,0
69,14,16,4,0,1
51,8,12,6,1,1
11,23,1,3,0,0
12,9,12,3,0,1
74,19,21,0,0,1
8,8,9,6,1,0
24,14,16,4,0,1
92,22,0,5,1,1
41,20,21,4,0,1
36,20,21,2,0,0
85,0,1,4,0,0
72,1,2,6,1,0
55,18,20,6,1,1
9,13,17,0,0,1
47,7,8,2,0,0
15,5,8,1,0,0
48,11,13,2,0,0
82,14,18,1,0,1
42,13,16,5,1,1
60,20,22,2,0,1
84,0,2,3,0,0
70,10,13,5,1,1
12,2,3,1,0,0
2,18,19,0,0,1
7,17,20,5,1,1
80,19,23,5,1,1
3,1,2,5,1,0
3,6,8,1,0,0
27,7,9,1,0,0
40,18,22,2,0,1
33,21,23,3,0,0
92,14,15,5,1,1
1,9,13,2,0,0
8,21,22,2,0,0
32,0,4,3,0,0
48,5,8,2,0,0
4,12,14,3,0,0
94,13,17,0,0,0
70,2,5,3,0,0
19,10,11,4,0,0
32,2,5,3,0,0
9,18,19,3,0,1
12,9,13,6,1,1
11,14,18,4,0,1
46,10,12,3,0,1
16,14,16,1,0,0
1,23,3,6,1,0
63,12,13,2,0,0
21,4,5,2,0,0
30,3,7,0,0,0
13,12,13,0,0,1
34,8,12,4,0,1
4,16,18,1,0,0
28,1,2,0,0,0
95,23,1,2,0,0
59,4,7,0,0,0
27,15,17,0,0,0
69,6,9,3,0,0
25,0,2,0,0,0
3,11,13,4,0,0
97,20,21,2,0,1
68,10,12,4,0,1
25,11,15,6,1,0
20,18,19,4,0,1
34,11,12,5,1,0
26,11,12,1,0,0
5,13,15,6,1,1
99,1,2,6,1,0
61,1,4,5,1,1
92,3,6,5,1,0
93,19,21,3,0,0
9,22,23,4,0,0
50,15,19,1,0,0
6,9,13,2,0,0
83,12,15,2,0,0
60,1,3,1,0,0
44,2,4,6,1,0
11,18,20,4,0,0
66,5,7,4,0,0
47,18,20,3,0,0
73,20,21,3,0,0
85,19,20,5,1,1
88,18,19,2,0,0
98,7,11,3,0,0
86,13,14,1,0,0
3,9,11,2,0,0
76,2,4,6,1,0
92,5,9,6,1,1
30,14,18,4,0,1
90,22,1,2,0,0
21,22,2,0,0,0
28,17,20,2,0,1
90,13,14,3,0,0
62,18,20,1,0,0
33,9,12,4,0,0
85,14,17,4,0,0
35,3,6,3,0,0
52,22,2,3,0,0
34,1,5,3,0,0
41,2,6,0,0,0
51,6,9,1,0,0
47,22,23,0,0,0
82,15,17,3,0,0
58,9,13,1,0,0
75,18,19,6,1,1
57,16,20,6,1,1
23,18,22,3,0,0
48,4,7,1,0,0
22,22,1,4,0,0
17,19,23,0,0,1
69,12,14,5,1,1
11,12,16,3,0,0
94,10,12,3,0,0
15,10,11,2,0,0
91,15,19,5,1,0
35,14,16,4,0,0
33,16,17,3,0,0
84,21,22,0,0,1
16,17,20,4,0,1
34,18,19,3,0,0
66,3,6,0,0,0
99,21,22,2,0,0
40,21,22,2,0,0
28,22,0,6,1,0
47,4,6,0,0,0
39,6,9,4,0,1
70,1,5,0,0,0
73,0,2,5,1,0
20,11,12,0,0,0
1,9,12,2,0,1
72,7,10,2,0,0
87,0,3,2,0,0
63,11,12,5,1,0
67,1,3,3,0,0
4,9,13,6,1,1
58,21,0,5,1,0
25,16,17,3,0,0
47,2,4,5,1,0
38,6,8,1,0,0
15,11,15,3,0,0
63,7,10,4,0,0
21,19,20,4,0,0
99,11,13,6,1,0
57,2,3,2,0,0
53,16,18,5,1,1
46,8,11,0,0,0
14,9,12,2,0,0
100,21,1,6,1,0
76,5,7,0,0,0
17,0,1,5,1,0
39,21,23,2,0,1
9,11,12,2,0,0
99,4,8,4,0,0
77,12,14,0,0,0
79,14,17,1,0,0
82,21,22,1,0,0
97,10,13,2,0,1
6,7,11,5,1,1
91,4,8,2,0,0
23,1,2,6,1,1
59,11,13,4,0,0
91,1,4,6,1,0
98,15,18,0,0,0
46,20,21,6,1,1
38,2,3,2,0,0
14,9,10,6,1,1
100,18,22,5,1,1
72,7,11,1,0,1
62,6,9,0,0,0
35,0,2,2,0,0
19,11,12,0,0,1
30,4,8,4,0,0
78,15,17,6,1,0
84,3,4,1,0,0
25,16,18,5,1,0
40,23,0,0,0,0
88,20,22,1,0,1
14,1,4,6,1,1
26,11,12,2,0,0
87,0,1,5,1,0
22,11,14,5,1,1
48,11,12,3,0,0
83,11,12,0,0,0
51,18,22,1,0,1
3,16,19,0,0,0
42,19,23,2,0,0
19,23,2,2,0,0
73,23,1,6,1,0
28,10,13,5,1,1
84,12,15,5,1,1
45,7,11,1,0,1
71,9,10,4,0,1
78,7,10,0,0,0
63,19,20,0,0,1
73,7,10,2,0,0
19,8,12,0,0,0
47,6,9,1,0,1
14,13,15,3,0,0
38,1,4,5,1,1
53,10,13,2,0,1
61,7,8,5,1,1
36,12,13,5,1,1
40,20,22,5,1,0
81,14,17,3,0,1
30,2,3,0,0,0
9,22,1,4,0,0
64,13,17,5,1,1
33,14,18,1,0,0
52,1,3,5,1,1
89,18,22,5,1,0
14,11,12,0,0,1
75,19,20,6,1,1
53,3,5,1,0,0
99,2,5,0,0,0
59,4,5,5,1,0
78,2,6,6,1,0
94,14,15,0,0,1
41,18,20,0,0,0
68,1,5,2,0,0
68,11,15,3,0,0
